"Timestamp","Operation","ClientIP","AppUsed","Subject"
"1/30/2026 4:07:09 PM","MoveToDeletedItems","98.58.200.46","Client=ActiveSync","Re: HHA of Texas- Corpus Christi Bed Days ; Re: HHA of Texas - Corpus Christi Discharge Barriers "
"1/30/2026 2:14:14 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:14 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:14 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:13 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:13 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:13 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:13 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:13 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:13 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:13 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:13 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:13 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:13 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:13 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:13 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:13 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:13 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:12 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Daily Hospitalist Encounter Reporting (JMH)"
"1/30/2026 2:14:12 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:12 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Daily Hospitalist Encounter Reporting (JMH)"
"1/30/2026 2:14:12 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:12 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:12 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:12 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Re: Request for Financials"
"1/30/2026 2:14:11 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Daily Hospitalist Encounter Reporting (JMH)"
"1/30/2026 2:14:11 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Daily Hospitalist Encounter Reporting (JMH)"
"1/30/2026 2:14:11 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Re: Jackson Volume Control Measures Plan"
"1/30/2026 2:14:11 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Re: Jackson Volume Control Measures Plan"
"1/30/2026 2:14:11 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Daily Hospitalist Encounter Reporting (JMH)"
"1/30/2026 2:14:11 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Pt Insurance Change "
"1/30/2026 2:14:10 PM","SoftDelete","98.58.200.46","Client=ActiveSync","01-08-2026"
"1/30/2026 2:14:10 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Daily Hospitalist Encounter Reporting (JMH)"
"1/30/2026 2:14:10 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Re: Pt Insurance Change "
"1/30/2026 2:14:10 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Re: Request for Financials"
"1/30/2026 2:14:10 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Re: Pt Insurance Change "
"1/30/2026 2:14:10 PM","SoftDelete","98.58.200.46","Client=ActiveSync","December 2025 Production Report and Invoice"
"1/30/2026 2:14:09 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Re: Request for Financials"
"1/30/2026 2:14:09 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Re: Jackson Volume Control Measures Plan"
"1/30/2026 2:14:09 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Daily Hospitalist Encounter Reporting (JMH)"
"1/30/2026 2:14:09 PM","SoftDelete","98.58.200.46","Client=ActiveSync","RE: Jackson Volume Control Measures Plan"
"1/30/2026 2:14:08 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Daily Hospitalist Encounter Reporting (JMH)"
"1/30/2026 2:14:08 PM","SoftDelete","98.58.200.46","Client=ActiveSync","A limited-time offer on QuickBooks Payroll Elite"
"1/30/2026 2:14:08 PM","SoftDelete","98.58.200.46","Client=ActiveSync","How Performance Coaching Works"
"1/30/2026 2:14:08 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Westside Bed Days Report 1.27.2026"
"1/30/2026 2:14:07 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Unmanaged Adobe licenses found"
"1/30/2026 2:14:07 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:07 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Re:Introductory Meeting with Dr. Colvin (PWH CMO)"
"1/30/2026 2:14:07 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Woodmont Bed Days Report 1.27.2026"
"1/30/2026 2:14:07 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Daily Hospitalist Encounter Reporting (JMH)"
"1/30/2026 2:14:07 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Daily Hospitalist Encounter Reporting (JMH)"
"1/30/2026 2:14:07 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Re: Daily Hospitalist Encounter Reporting (JMH)"
"1/30/2026 2:14:06 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Daily Hospitalist Encounter Reporting (JMH)"
"1/30/2026 2:14:06 PM","SoftDelete","98.58.200.46","Client=ActiveSync","University Bed Days Report 1.27.2026"
"1/30/2026 2:14:06 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Daily Hospitalist Encounter Reporting (JMH)"
"1/30/2026 2:14:06 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Re: Daily Hospitalist Encounter Reporting (JMH)"
"1/30/2026 2:14:06 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Daily Hospitalist Encounter Reporting (JMH)"
"1/30/2026 2:14:06 PM","SoftDelete","98.58.200.46","Client=ActiveSync","The number of licenses for your Microsoft 365 Business Premium subscription has changed"
"1/30/2026 2:14:06 PM","SoftDelete","98.58.200.46","Client=ActiveSync","January 2026 MOR (HHA Hospitalist group)"
"1/30/2026 2:14:06 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:05 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:05 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Westside Discharge Barriers 1.27.26"
"1/30/2026 2:14:05 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:05 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:05 PM","SoftDelete","98.58.200.46","Client=ActiveSync","?? EMAIL EXCLUSIVE: Up to 25% Off your next rental"
"1/30/2026 2:14:05 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:04 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:04 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:04 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:04 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:04 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:04 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:04 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:04 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:03 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:03 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:03 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:03 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:03 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:03 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:03 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:03 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:02 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:02 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:02 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:02 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:02 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:02 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:02 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:01 PM","SoftDelete","98.58.200.46","Client=ActiveSync","We Received Your CNB Mobile Deposit"
"1/30/2026 2:14:01 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:01 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Change of Insurance "
"1/30/2026 2:14:01 PM","SoftDelete","98.58.200.46","Client=ActiveSync",""
"1/30/2026 2:14:01 PM","SoftDelete","98.58.200.46","Client=ActiveSync","JFK Main Discharge Barriers 1.27.26"
"1/30/2026 2:14:00 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Re:Introductory Meeting with Dr. Colvin (PWH CMO)"
"1/30/2026 2:14:00 PM","SoftDelete","98.58.200.46","Client=ActiveSync","Re:Introductory Meeting with Dr. Colvin (PWH CMO)"
"1/30/2026 2:14:00 PM","SoftDelete","98.58.200.46","Client=ActiveSync","University Discharge Barriers 1.27.2026"
